직원ID,이름,성별,직무,직급,입사연도,근속년수,학력,교육이수_건수,역량_사업관리,역량_고객관리,역량_품질생산관리,역량_AI/SW,역량_해외영업,역량_시험평가,역량_제어,역량_HR_AX,역량_열관리개발,역량_재무회계,역량_성능HW,역량평균,역량총점
E0328,정지호,남,모빌리티부품선행개발,차장,2011,15,학사,6,0.0,0.2,0.0,0.4,0.1,11.6,0.0,0.0,0.2,0.0,0.0,1.14,12.5
E0329,김서윤,남,모빌리티부품선행개발,과장,2015,11,학사,5,0.0,0.0,1.4,0.7,0.8,8.8,0.0,0.1,0.0,0.0,0.1,1.08,11.9
E0330,이민준,여,모빌리티부품선행개발,사원,2022,4,학사,1,0.0,0.0,0.0,0.0,0.6,6.2,0.0,0.1,0.0,0.0,0.0,0.63,6.9
E0331,홍지호,남,모빌리티부품선행개발,과장,2014,12,학사,4,0.4,0.8,0.6,0.3,0.2,8.4,0.1,0.4,0.3,0.6,0.0,1.1,12.1
E0332,정민재,여,모빌리티부품선행개발,부장,2003,23,학사,9,0.0,0.0,0.0,0.0,0.6,12.7,0.0,0.2,0.0,0.0,0.8,1.3,14.3
E0333,류정우,남,모빌리티부품선행개발,사원,2024,2,학사,4,0.0,0.2,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.4,0.1,0.7,7.7
E0334,이현우,여,모빌리티부품선행개발,사원,2026,0,학사,7,0.2,0.1,0.6,0.7,0.0,7.7,0.0,0.4,0.0,0.0,0.3,0.91,10.0
E0335,서지우,남,모빌리티부품선행개발,대리,2020,6,학사,2,0.7,0.0,0.3,0.0,0.0,6.4,0.0,0.3,0.4,0.7,0.4,0.84,9.2
E0336,한예린,남,IDA개발,대리,2022,4,석사,4,0.0,0.0,0.2,0.3,0.0,0.4,0.0,0.0,0.1,0.0,8.2,0.84,9.2
E0337,홍은서,남,IDA개발,대리,2023,3,석사,1,0.0,0.0,0.0,0.2,0.5,1.1,0.0,0.0,0.2,0.0,6.4,0.76,8.4
E0338,류민재,여,IDA개발,과장,2022,4,학사,2,0.3,0.6,0.0,0.5,0.0,0.0,0.3,0.0,0.2,0.0,8.1,0.91,10.0
E0339,류예린,여,IDA개발,대리,2020,6,학사,1,0.6,0.1,0.4,0.3,0.5,0.4,0.6,0.0,0.0,0.3,7.2,0.95,10.4
E0340,김지아,남,IDA개발,부장,2000,26,학사,12,0.8,0.7,0.1,0.0,0.2,0.5,0.0,0.0,0.0,0.2,13.3,1.44,15.8
E0341,오건우,여,IDA개발,과장,2016,10,석사,5,0.5,0.0,0.1,0.0,0.0,0.3,0.1,0.2,0.4,0.8,9.0,1.04,11.4
E0342,윤하은,남,IDA개발,사원,2026,0,학사,3,0.5,0.2,0.9,0.2,1.0,0.0,0.2,0.0,0.4,0.5,6.2,0.92,10.1
E0343,류하윤,여,IDA개발,과장,2011,15,학사,9,0.0,0.0,0.5,0.0,1.0,1.2,0.6,0.0,0.0,0.0,9.7,1.18,13.0
E0344,한수빈,여,구동시스템제어기회로설계,과장,2016,10,학사,4,0.2,0.7,0.8,0.2,0.4,0.0,0.0,0.5,0.9,0.0,7.9,1.05,11.6
E0345,권지유,여,구동시스템제어기회로설계,대리,2019,7,석사,1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.1,6.6,0.72,7.9
E0346,조지훈,남,구동시스템제어기회로설계,과장,2014,12,학사,7,0.0,0.0,1.6,0.7,0.7,0.3,0.0,0.0,0.0,0.0,7.8,1.01,11.1
E0347,강지아,여,구동시스템제어기회로설계,사원,2024,2,학사,4,0.0,0.2,0.2,0.3,0.5,0.0,0.1,0.0,0.2,0.0,5.5,0.64,7.0
E0348,류소율,남,구동시스템제어기회로설계,과장,2014,12,학사,6,0.0,0.0,0.2,0.0,1.1,0.8,0.1,0.0,0.0,0.7,8.2,1.01,11.1
E0349,조민준,남,구동시스템제어기회로설계,사원,2020,6,학사,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.2,6.5,0.71,7.8
E0350,전지훈,남,구동시스템제어기회로설계,과장,2019,7,석사,5,0.0,0.3,0.0,0.0,0.2,0.2,0.0,0.1,0.6,0.0,6.8,0.75,8.2
E0351,오지호,남,구동시스템제어기회로설계,대리,2017,9,학사,3,0.7,0.0,0.0,0.4,0.5,0.9,0.0,0.0,0.0,0.0,7.3,0.89,9.8
E0352,장수아,남,모터제어SW,사원,2026,0,석사,1,0.6,0.0,2.0,0.4,0.0,0.1,3.4,0.0,0.0,0.3,0.5,0.66,7.3
E0353,이하은,여,모터제어SW,사원,2026,0,학사,0,0.2,0.3,1.6,0.0,0.1,0.4,2.5,0.0,0.0,0.2,0.0,0.48,5.3
E0354,장다은,남,모터제어SW,차장,2006,20,박사,10,0.0,0.7,4.8,0.0,0.5,0.5,7.2,0.0,0.7,0.0,0.0,1.31,14.4
E0355,최지호,여,모터제어SW,과장,2014,12,학사,7,0.0,0.7,4.2,0.0,0.8,0.6,5.2,0.0,0.0,0.0,0.0,1.05,11.5
E0356,권다은,남,모터제어SW,대리,2021,5,학사,5,1.4,0.0,3.9,0.0,0.0,0.0,4.6,0.0,0.9,0.2,0.0,1.0,11.0
E0357,안성민,남,모터제어SW,과장,2012,14,학사,7,0.3,0.1,4.1,0.5,0.0,0.0,7.5,0.1,0.7,0.0,0.4,1.25,13.7
E0358,김서윤,남,모터제어SW,대리,2018,8,학사,5,0.0,0.0,2.3,0.9,0.0,0.0,5.3,0.2,0.0,0.0,0.5,0.84,9.2
E0359,한성민,여,모터제어SW,대리,2019,7,학사,2,0.0,0.0,2.8,1.3,0.0,0.0,3.6,0.0,0.4,0.0,0.0,0.74,8.1
E0360,신유준,남,모터제어SW,사원,2026,0,학사,3,0.8,0.0,1.6,0.0,0.4,0.2,4.0,0.0,0.0,0.1,0.6,0.7,7.7
E0361,안하은,남,모터제어SW,대리,2018,8,학사,4,0.0,0.3,2.3,0.0,1.8,0.4,5.3,0.2,0.0,0.8,0.3,1.04,11.4
E0362,신우진,여,모터제어SW,사원,2026,0,석사,1,0.3,0.0,2.3,0.0,0.5,0.0,3.6,0.7,0.0,0.0,0.4,0.71,7.8
E0363,강예준,여,차량성능튜닝평가,차장,2011,15,박사,5,0.5,0.0,0.3,0.0,0.8,9.2,0.0,0.0,0.7,0.0,0.2,1.06,11.7
E0364,황성민,여,차량성능튜닝평가,대리,2017,9,석사,6,0.2,0.4,0.3,0.1,0.0,8.5,0.7,0.0,0.0,0.3,0.0,0.95,10.5
E0365,최성민,남,차량성능튜닝평가,대리,2024,2,학사,0,0.7,0.1,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.4,0.62,6.8
E0366,최정우,여,차량성능튜닝평가,사원,2026,0,석사,2,0.0,0.4,0.0,0.0,0.0,5.8,1.3,0.0,0.0,0.0,0.0,0.68,7.5
E0367,한수빈,여,차량성능튜닝평가,과장,2013,13,박사,11,0.0,0.0,0.0,0.0,0.7,11.3,0.2,0.1,0.9,0.0,0.1,1.21,13.3
E0368,한현우,남,차량성능튜닝평가,사원,2024,2,석사,2,0.7,0.0,0.0,0.0,0.3,5.7,0.2,0.3,0.4,0.0,0.0,0.69,7.6
E0369,윤준서,여,차량성능튜닝평가,과장,2016,10,학사,9,0.7,0.0,0.9,0.1,0.1,10.5,0.0,0.0,0.7,0.5,0.5,1.27,14.0
E0370,한성민,남,차량성능튜닝평가,대리,2021,5,석사,2,0.0,0.0,0.3,0.3,0.1,7.7,0.5,0.3,0.0,0.2,0.2,0.87,9.6
E0371,권지아,남,제어시스템기능안전,사원,2026,0,학사,1,0.0,0.0,0.5,0.0,0.7,0.0,5.5,0.6,0.0,0.0,0.0,0.66,7.3
E0372,안하윤,남,제어시스템기능안전,사원,2023,3,석사,3,0.9,0.0,0.1,0.0,0.0,0.4,5.6,0.3,0.0,0.0,0.4,0.7,7.7
E0373,조윤서,남,제어시스템기능안전,대리,2023,3,학사,4,0.5,0.3,0.0,0.0,0.0,0.0,7.2,0.2,0.5,0.2,0.0,0.81,8.9
E0374,서수아,남,제어시스템기능안전,사원,2023,3,학사,4,0.5,0.0,0.2,0.3,0.0,0.0,8.0,0.1,0.0,0.0,0.4,0.86,9.5
E0375,신수빈,남,제어시스템기능안전,대리,2024,2,학사,3,1.2,0.4,0.6,0.1,0.5,0.0,6.8,0.1,0.6,0.1,0.0,0.95,10.4
E0376,류예린,남,제어시스템기능안전,대리,2024,2,학사,1,0.0,0.0,0.0,0.7,0.5,0.0,5.6,0.0,0.3,0.4,0.0,0.68,7.5
E0377,안준서,남,제어시스템기능안전,사원,2023,3,석사,2,0.5,0.3,0.3,0.6,0.0,0.4,5.6,0.6,0.3,0.7,0.0,0.85,9.3
E0378,서은서,남,제어시스템기능안전,대리,2023,3,박사,4,0.1,0.2,0.3,0.5,0.7,0.1,6.1,0.0,0.1,0.0,0.0,0.74,8.1
E0379,한현우,남,제어시스템기능안전,사원,2026,0,박사,4,0.5,0.0,0.0,0.0,0.8,0.0,5.2,0.0,0.0,0.7,0.0,0.65,7.2
E0380,송현우,남,제어시스템기능안전,사원,2021,5,학사,3,1.1,0.0,0.1,0.4,0.0,0.0,6.9,0.0,0.0,0.2,0.6,0.85,9.3
E0381,전예린,남,제어시스템기능안전,부장,2000,26,석사,12,0.0,0.0,0.0,0.0,0.0,0.5,13.3,0.0,0.2,0.1,0.6,1.34,14.7
E0382,류하은,남,제어시스템기능안전,대리,2020,6,박사,4,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.3,0.3,0.2,0.0,0.78,8.6
E0383,한예준,남,제어시스템기능안전,사원,2025,1,석사,3,0.0,0.2,0.1,0.1,0.0,0.5,6.9,0.0,0.3,0.0,0.8,0.81,8.9
E0384,안서연,남,제어시스템기능안전,사원,2025,1,학사,6,0.0,0.6,0.0,0.0,0.1,1.4,7.6,0.4,0.0,0.0,0.0,0.92,10.1
E0385,최서연,여,제어시스템기능안전,사원,2025,1,학사,4,0.4,0.3,0.1,0.0,0.1,1.2,5.9,0.1,0.0,0.5,0.1,0.79,8.7
E0386,강하윤,남,AX_RnD프로세스고도화,대리,2018,8,학사,2,0.0,4.3,0.0,0.0,0.4,0.0,0.5,3.8,0.0,0.6,0.0,0.87,9.6
E0387,윤수아,남,AX_RnD프로세스고도화,대리,2020,6,석사,3,0.4,5.7,0.7,0.4,0.5,0.5,0.0,2.3,0.3,0.0,0.0,0.98,10.8
E0388,안지호,남,AX_RnD프로세스고도화,차장,2012,14,학사,7,0.1,6.8,0.0,0.0,0.2,0.1,0.2,5.0,0.0,0.0,0.6,1.18,13.0
E0389,임은서,남,AX_RnD프로세스고도화,사원,2024,2,학사,1,0.3,3.7,0.6,0.0,0.6,0.6,0.0,2.1,0.3,1.0,0.0,0.84,9.2
E0390,최지호,여,AX_RnD프로세스고도화,과장,2015,11,석사,8,0.3,5.9,0.2,0.0,0.0,1.2,0.1,4.9,0.2,0.0,0.0,1.16,12.8
E0391,오서연,남,AX_RnD프로세스고도화,부장,2000,26,박사,10,0.1,9.2,0.0,0.0,1.0,0.0,0.0,5.5,0.5,0.0,0.0,1.48,16.3
E0392,최성민,남,AX_RnD프로세스고도화,대리,2019,7,학사,6,0.1,5.9,0.0,0.0,0.1,0.2,0.2,3.2,0.0,0.0,0.2,0.9,9.9
E0393,황예준,남,AX_RnD프로세스고도화,과장,2016,10,학사,10,0.0,7.0,0.0,0.6,0.0,0.0,0.9,5.1,0.0,1.3,0.1,1.36,15.0
E0394,한수빈,남,AX_RnD프로세스고도화,과장,2019,7,학사,2,0.0,5.0,0.0,0.1,0.0,0.0,0.0,3.3,0.0,0.0,0.2,0.78,8.6
E0395,이정우,남,AX_RnD프로세스고도화,대리,2022,4,석사,1,0.0,3.5,0.0,0.1,0.0,0.3,0.3,3.0,0.1,0.3,0.9,0.77,8.5
E0396,김지훈,여,AX_RnD프로세스고도화,과장,2018,8,학사,6,0.0,4.5,0.0,0.0,0.6,0.0,0.0,3.1,0.4,0.8,0.0,0.85,9.4
E0397,신서연,남,AX_RnD프로세스고도화,대리,2023,3,학사,4,0.8,3.1,0.0,0.0,0.3,0.3,0.4,2.3,0.0,0.5,0.6,0.75,8.3
E0398,전수빈,남,AX_RnD프로세스고도화,대리,2018,8,학사,5,0.0,4.3,1.0,0.3,0.6,0.7,0.0,2.4,0.2,0.4,0.0,0.9,9.9
E0399,서지호,남,AX_RnD프로세스고도화,사원,2022,4,학사,6,0.3,3.5,0.4,0.0,0.4,0.0,0.0,3.5,0.0,0.6,0.0,0.79,8.7
E0400,전우진,남,AX_RnD프로세스고도화,사원,2026,0,학사,2,0.0,3.0,0.2,0.0,0.0,0.0,0.0,1.8,0.0,0.3,0.0,0.48,5.3
E0401,전지호,남,CVJ설계원가,부장,2006,20,학사,11,0.0,12.9,0.0,1.9,0.5,0.0,0.2,0.0,0.0,0.1,0.4,1.45,16.0
E0402,서지유,남,CVJ설계원가,대리,2024,2,학사,5,0.3,7.6,0.3,0.0,0.1,0.0,1.0,0.0,0.5,0.2,0.0,0.91,10.0
E0403,서준서,남,CVJ설계원가,사원,2022,4,학사,1,0.0,5.3,0.0,0.5,0.0,0.3,0.6,0.2,0.0,0.0,0.5,0.67,7.4
E0404,윤성민,여,CVJ설계원가,대리,2024,2,학사,6,0.4,7.3,0.7,0.0,0.2,0.0,0.0,0.6,0.4,0.2,0.3,0.92,10.1
E0405,홍준서,남,CVJ설계원가,사원,2024,2,석사,2,0.3,5.9,0.5,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.5,0.75,8.2
E0406,정성민,여,CVJ설계원가,과장,2016,10,학사,6,0.7,9.5,0.5,0.5,0.2,0.1,0.7,1.3,0.0,0.3,0.6,1.31,14.4
E0407,권서연,남,CVJ설계원가,과장,2016,10,학사,3,0.1,8.1,0.1,0.3,0.5,0.2,0.1,1.0,0.0,0.1,0.2,0.97,10.7
E0408,박현우,남,CVJ설계원가,사원,2024,2,학사,3,1.7,6.8,0.9,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.95,10.4
E0409,오다은,남,CVJ설계원가,대리,2020,6,석사,3,0.1,7.0,0.1,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.79,8.7
E0410,윤소율,남,HVAC설계,대리,2023,3,학사,8,0.0,0.6,0.0,1.2,2.6,0.0,0.0,0.6,3.9,0.6,0.1,0.87,9.6
E0411,안현우,남,HVAC설계,차장,2012,14,학사,4,0.0,0.5,0.2,0.4,3.5,1.0,0.0,0.0,4.7,0.0,0.0,0.94,10.3
E0412,홍선우,남,HVAC설계,대리,2015,11,석사,4,0.0,0.6,0.2,0.0,3.2,0.0,0.9,0.0,5.2,0.0,0.0,0.92,10.1
E0413,장수아,남,HVAC설계,과장,2020,6,학사,2,0.0,0.7,0.0,0.0,3.7,1.0,0.3,0.4,4.6,0.1,0.6,1.04,11.4
E0414,장준서,남,HVAC설계,사원,2024,2,학사,4,0.4,0.0,0.0,0.1,2.3,0.0,0.0,0.3,3.7,0.0,0.0,0.62,6.8
E0415,한은서,남,HVAC설계,사원,2026,0,석사,2,0.2,0.0,0.0,0.0,1.8,0.0,0.0,0.8,3.8,0.0,0.0,0.6,6.6
E0416,서건우,여,HVAC설계,차장,2009,17,학사,7,0.0,1.0,0.0,0.0,4.6,0.3,0.1,0.4,7.4,0.0,0.3,1.28,14.1
E0417,권재현,여,HVAC설계,과장,2016,10,학사,4,0.7,0.0,0.1,0.0,2.9,0.9,0.0,0.1,4.9,0.0,0.2,0.89,9.8
E0418,임정우,여,HVAC설계,대리,2018,8,학사,2,0.0,0.3,0.0,0.0,3.5,0.9,0.5,0.9,3.9,0.0,0.0,0.91,10.0
E0419,한하윤,여,HVAC설계,차장,2010,16,학사,11,0.0,0.4,0.2,0.0,4.0,0.0,0.1,0.1,8.1,1.5,0.0,1.31,14.4
E0420,장수빈,여,HVAC설계,과장,2016,10,학사,5,0.0,1.1,0.0,0.2,3.1,0.0,0.2,0.0,5.4,0.0,1.6,1.05,11.6
E0421,류지우,남,HVAC설계,대리,2021,5,석사,4,0.0,0.0,0.4,1.1,2.4,0.1,0.0,0.0,4.6,0.0,0.0,0.78,8.6
E0422,강하은,여,컴프레셔설계,사원,2026,0,학사,3,0.0,0.4,0.0,0.5,0.0,5.6,0.4,0.0,0.0,0.0,0.1,0.64,7.0
E0423,전지유,여,컴프레셔설계,대리,2020,6,학사,6,0.6,0.0,0.5,0.0,0.1,8.1,0.7,0.1,0.2,0.0,0.0,0.94,10.3
E0424,최준서,남,컴프레셔설계,과장,2014,12,학사,7,0.5,0.0,0.5,0.0,0.3,9.6,1.4,0.0,0.0,0.0,0.2,1.14,12.5
E0425,류수빈,여,컴프레셔설계,사원,2018,8,박사,5,0.6,0.0,0.0,0.4,0.2,7.2,0.0,0.0,0.1,0.5,0.2,0.84,9.2
E0426,최서윤,남,컴프레셔설계,사원,2024,2,학사,1,0.3,0.1,0.2,0.1,0.2,6.0,0.0,0.0,0.7,0.1,0.0,0.7,7.7
E0427,권예린,남,컴프레셔설계,과장,2016,10,학사,2,0.2,0.1,0.6,0.3,0.0,8.0,0.0,0.0,0.1,0.0,0.0,0.85,9.3
E0428,김재현,남,컴프레셔설계,차장,2009,17,학사,12,0.6,0.0,0.0,0.5,0.4,11.4,0.0,0.3,0.0,0.6,0.2,1.27,14.0
E0429,장서윤,남,컴프레셔설계,과장,2018,8,박사,6,0.2,0.0,0.0,0.0,0.0,8.3,0.2,0.3,0.0,0.0,0.3,0.85,9.3
E0430,임소율,남,컴프레셔설계,과장,2015,11,학사,6,0.5,0.5,0.0,0.0,0.5,9.0,0.4,0.3,0.0,0.3,0.2,1.06,11.7
E0431,장민재,여,컴프레셔설계,사원,2023,3,학사,2,0.0,0.0,0.4,0.0,0.4,6.5,0.0,0.5,0.0,0.1,0.0,0.72,7.9
E0432,장도윤,여,컴프레셔설계,대리,2017,9,학사,7,0.1,0.9,0.0,1.1,0.1,10.0,0.0,0.1,0.0,0.6,0.5,1.22,13.4
E0433,임성민,남,컴프레셔설계,차장,2006,20,학사,11,0.0,1.5,0.2,0.0,0.8,11.1,0.0,0.4,0.1,0.2,0.3,1.33,14.6
E0434,한민재,남,컴프레셔설계,대리,2023,3,학사,3,0.0,0.3,0.0,0.0,0.2,6.7,0.0,0.4,0.4,0.8,0.3,0.83,9.1
E0435,조은서,남,컴프레셔설계,차장,2010,16,석사,5,1.0,0.3,0.0,0.2,0.1,10.5,0.0,0.1,0.0,0.4,0.5,1.19,13.1
E0436,서하윤,여,컴프레셔설계,과장,2018,8,학사,3,0.0,0.0,0.4,0.0,0.2,8.0,0.1,0.0,0.0,0.6,0.0,0.85,9.3
E0437,권하은,여,열교환기설계,과장,2011,15,학사,7,0.2,4.6,0.0,0.0,0.3,0.3,0.0,1.0,5.7,0.3,0.6,1.18,13.0
E0438,안서연,남,열교환기설계,대리,2020,6,학사,2,0.2,2.9,0.0,0.1,0.0,0.0,0.0,0.0,4.4,0.0,0.9,0.77,8.5
E0439,오서윤,여,열교환기설계,대리,2020,6,석사,1,0.0,2.7,0.0,0.3,0.0,0.2,0.0,0.3,2.9,0.6,0.0,0.64,7.0
E0440,신서윤,남,열교환기설계,사원,2025,1,학사,0,0.2,2.7,0.6,0.1,0.7,0.0,0.4,0.2,2.7,0.1,0.2,0.72,7.9
E0441,임유준,남,열교환기설계,사원,2023,3,학사,5,0.2,3.1,0.0,0.3,0.4,0.5,0.0,0.0,3.0,0.5,0.1,0.74,8.1
E0442,장채원,여,열교환기설계,과장,2014,12,학사,3,0.3,4.0,0.0,0.3,0.6,0.0,0.0,0.0,4.9,0.2,0.0,0.94,10.3
E0443,조은서,여,열교환기설계,대리,2016,10,석사,6,0.2,3.2,1.3,0.0,1.2,0.0,0.7,0.5,4.8,0.2,0.2,1.12,12.3
E0444,강민재,남,열교환기설계,대리,2022,4,박사,3,0.0,2.7,0.0,0.2,0.2,0.0,0.3,0.0,3.5,0.0,1.1,0.73,8.0
E0445,권서연,여,열교환기설계,과장,2016,10,학사,3,0.0,3.9,0.0,0.5,0.0,0.2,0.0,0.5,3.6,0.3,0.4,0.85,9.4
E0446,김수빈,여,열교환기설계,사원,2026,0,학사,3,0.6,3.5,0.1,1.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.9,9.9
E0447,조우진,남,열교환기설계,대리,2017,9,학사,4,0.8,2.7,0.7,0.0,0.0,0.5,0.6,0.7,3.7,0.0,0.5,0.93,10.2
E0448,오재현,남,열교환기설계,대리,2021,5,학사,5,0.1,2.0,1.0,0.4,0.8,0.6,0.0,0.3,4.3,0.0,0.8,0.94,10.3
E0449,신하윤,여,열교환기설계,과장,2013,13,학사,7,0.2,4.0,0.0,0.0,0.0,1.0,0.3,0.1,5.4,0.3,0.3,1.05,11.6
E0450,신지훈,여,열관리공조시스템설계,사원,2023,3,학사,4,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.1,0.1,0.0,0.71,7.8
E0451,박민재,여,열관리공조시스템설계,과장,2015,11,학사,6,1.3,0.2,0.0,0.0,0.0,0.8,0.6,0.1,8.3,0.1,0.7,1.1,12.1
E0452,정수빈,남,열관리공조시스템설계,사원,2020,6,학사,1,0.0,0.2,0.6,0.8,0.1,0.0,0.0,0.0,5.7,0.0,0.2,0.69,7.6
E0453,황정우,남,열관리공조시스템설계,대리,2020,6,석사,6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,8.4,0.0,0.5,0.85,9.3
E0454,전은서,남,열관리공조시스템설계,과장,2018,8,학사,6,0.0,0.2,0.2,0.0,0.0,0.5,0.0,0.0,9.5,0.0,0.3,0.97,10.7
E0455,류우진,남,열관리공조시스템설계,사원,2026,0,석사,4,0.0,0.1,0.9,0.6,0.4,0.0,0.0,0.4,5.1,0.0,0.0,0.68,7.5
E0456,오지아,여,열관리공조시스템설계,차장,2005,21,석사,7,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.0,11.9,0.7,0.9,1.27,14.0
E0457,안하은,남,열관리공조시스템설계,대리,2023,3,학사,1,0.7,0.5,0.0,0.0,0.0,0.0,0.6,0.0,6.4,0.3,0.0,0.77,8.5
E0458,이정우,남,열관리공조시스템설계,대리,2023,3,학사,2,0.0,0.4,0.3,0.1,0.0,0.5,0.0,0.6,6.0,0.0,0.6,0.77,8.5
E0459,한지우,여,열관리공조시스템설계,과장,2009,17,학사,6,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.2,11.3,0.1,0.1,1.12,12.3
E0460,권지유,남,열관리공조시스템설계,대리,2018,8,학사,8,0.0,0.8,0.3,0.0,1.0,0.0,0.0,1.2,8.7,0.2,0.0,1.11,12.2
E0461,조지우,남,열관리공조시스템설계,대리,2018,8,학사,3,0.0,0.0,0.5,0.0,0.2,0.0,0.1,0.0,7.9,0.0,0.1,0.8,8.8
E0462,황정우,여,열관리공조시스템설계,대리,2016,10,학사,6,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.7,0.2,0.0,0.94,10.3
E0463,권준서,남,열관리공조시스템설계,대리,2022,4,학사,1,0.4,0.0,0.0,0.0,0.0,0.6,0.3,0.0,7.1,0.0,0.0,0.76,8.4
E0464,황지유,남,열관리공조시스템설계,사원,2026,0,학사,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1,0.0,0.0,0.56,6.2
E0465,정은서,여,열관리AI1D,차장,2007,19,학사,15,0.4,0.8,0.3,0.0,0.0,0.7,0.0,1.3,12.5,0.4,0.6,1.55,17.0
E0466,장소율,여,열관리AI1D,대리,2025,1,학사,1,0.0,0.9,0.3,0.0,0.1,0.8,0.0,0.3,6.0,0.2,0.0,0.78,8.6
E0467,조지훈,여,열관리AI1D,사원,2024,2,학사,1,0.0,0.0,0.0,0.4,0.4,0.6,0.7,0.0,5.3,0.0,0.3,0.7,7.7
E0468,송서연,남,열관리AI1D,차장,2010,16,석사,12,0.0,0.6,0.0,0.2,0.6,0.4,0.7,0.5,11.3,0.8,0.4,1.41,15.5
E0469,황지호,남,열관리AI1D,사원,2017,9,학사,4,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.3,0.0,0.2,0.71,7.8
E0470,권지아,남,열관리AI1D,과장,2013,13,석사,11,0.7,0.0,0.6,0.1,0.1,0.7,1.6,0.2,11.0,0.5,0.9,1.49,16.4
E0471,강다은,남,열관리AI1D,부장,2002,24,학사,15,1.6,0.1,0.5,0.3,1.3,0.6,0.0,0.0,13.4,0.0,0.4,1.65,18.2
E0472,정서연,여,열관리AI1D,사원,2021,5,학사,3,0.2,0.1,0.4,0.0,0.2,0.0,0.3,0.2,6.1,0.4,0.6,0.77,8.5
E0473,류지우,남,열관리AI1D,대리,2020,6,학사,7,0.0,0.0,0.0,1.2,0.2,0.3,0.1,0.9,7.8,1.1,0.0,1.05,11.6
E0474,서하윤,남,열관리AI1D,차장,2007,19,학사,10,0.0,0.3,0.1,0.6,0.0,0.0,0.4,0.1,12.5,0.1,1.2,1.39,15.3
E0475,이재현,여,열관리AI1D,대리,2021,5,학사,2,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.8,6.1,0.0,0.3,0.72,7.9
E0476,서민재,여,열관리AI1D,사원,2021,5,학사,6,0.3,0.5,0.0,0.2,0.1,0.4,0.8,0.5,6.5,0.0,0.0,0.85,9.3
E0477,이지호,여,열관리AI1D,사원,2026,0,학사,4,0.1,1.1,0.0,0.0,0.4,0.0,0.5,0.0,4.7,0.0,0.0,0.62,6.8
E0478,윤다은,남,열관리AI1D,사원,2021,5,학사,3,0.0,0.1,0.0,0.5,0.3,0.0,0.7,0.4,5.7,0.1,0.5,0.75,8.3
E0479,황지아,여,열관리AI1D,차장,2011,15,학사,10,0.6,1.3,0.0,0.3,0.2,0.2,0.8,0.2,10.2,0.1,1.5,1.4,15.4
E0480,한건우,남,대체냉매선행개발,대리,2023,3,학사,3,0.6,0.0,0.8,0.0,0.5,0.2,0.0,0.5,7.0,0.0,0.6,0.93,10.2
E0481,서서연,남,대체냉매선행개발,대리,2017,9,학사,4,0.9,0.1,0.8,0.4,0.3,1.4,0.0,0.3,7.0,0.8,0.1,1.1,12.1
E0482,강지호,남,대체냉매선행개발,과장,2016,10,학사,11,0.0,0.9,0.8,0.0,0.7,0.0,0.4,0.1,9.1,0.6,0.7,1.21,13.3
E0483,황하은,여,대체냉매선행개발,과장,2012,14,석사,11,0.4,0.3,0.0,0.3,0.8,0.0,0.2,0.1,11.1,0.7,0.5,1.31,14.4
E0484,서성민,남,대체냉매선행개발,사원,2026,0,석사,5,0.5,0.0,0.5,0.1,0.3,0.6,0.6,0.2,6.9,0.0,0.1,0.89,9.8
E0485,황건우,여,대체냉매선행개발,사원,2023,3,학사,2,0.3,0.0,0.0,0.1,0.0,0.0,0.8,0.0,6.1,0.4,0.0,0.7,7.7
E0486,정현우,남,대체냉매선행개발,대리,2022,4,석사,2,0.3,0.4,0.3,0.0,0.6,0.9,0.6,0.6,6.0,0.2,0.8,0.97,10.7
E0487,권서연,여,대체냉매선행개발,사원,2026,0,학사,3,0.0,0.3,0.2,0.7,0.8,0.2,0.0,0.0,5.3,0.0,0.0,0.68,7.5
E0488,류다은,남,대체냉매선행개발,과장,2011,15,학사,8,0.2,0.2,0.1,0.1,0.0,0.1,0.4,0.4,12.2,0.6,0.0,1.3,14.3
E0489,정우진,여,대체냉매선행개발,대리,2022,4,석사,2,0.0,0.4,0.2,1.0,0.3,0.0,0.1,0.3,5.9,0.0,0.0,0.75,8.2
E0490,임하은,남,대체냉매선행개발,대리,2024,2,학사,3,0.0,0.0,0.2,0.5,0.7,0.3,0.0,0.3,6.8,0.0,0.5,0.85,9.3
